record,minute,label,n_beats,rr_mean,rr_std,rr_min,rr_max,rr_range,rr_cv,rmssd,pnn50,hr_mean,rr_skew,rr_kurt,rr_iqr,p_cvhr,p_vlf,p_lf,p_hf,r_cvhr,r_lf,r_hf,lf_hf,p_cvhr_log,peak_hz,edr_resp,edr_cvhr,edr_peak_hz,edr_std,rr_std_ctx1,rr_std_ctx2,rr_std_ctx5,rr_std_delta,rr_cv_ctx1,rr_cv_ctx2,rr_cv_ctx5,rr_cv_delta,rmssd_ctx1,rmssd_ctx2,rmssd_ctx5,rmssd_delta,p_cvhr_log_ctx1,p_cvhr_log_ctx2,p_cvhr_log_ctx5,p_cvhr_log_delta,r_cvhr_ctx1,r_cvhr_ctx2,r_cvhr_ctx5,r_cvhr_delta,lf_hf_ctx1,lf_hf_ctx2,lf_hf_ctx5,lf_hf_delta,hr_mean_ctx1,hr_mean_ctx2,hr_mean_ctx5,hr_mean_delta,edr_resp_ctx1,edr_resp_ctx2,edr_resp_ctx5,edr_resp_delta,rr_mean_z,rr_std_z,rmssd_z,p_cvhr_log_z,hr_mean_z,apnea,class_prefix
a01,10,N,70,0.865000000000001,0.0656560300788484,0.7200000000000273,1.0,0.2799999999999727,0.07590292494664547,0.046140930931735116,0.2463768115942029,69.3641618497109,-0.010523808142393223,-0.2358521562985767,0.0675000000000523,0.0,0.0,0.0017529423935314361,0.0006496764776207019,0.0,0.47127984379765725,0.17466599588322737,2.6981774024711918,-12.0,0.046875,0.4210750676537318,0.0,0.0625,0.039594496661940586,0.06973329185585748,0.06809216056787748,0.06674497661495384,-0.0010889465361054312,0.08136063491677213,0.08175055510979402,0.07870496990146841,-0.0028020449548229465,0.0446601659522686,0.04483586143888544,0.04683489656340451,-0.0006939656316693951,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,2.824547171097047,2.833684278393711,2.454966688459594,0.24321071401159777,70.18963685517744,72.13764622802854,71.58642433081293,-2.2222624811020353,0.4512354896916333,0.463120418602878,0.4633442306664342,-0.04226916301270239,-1.8116392836567885,-1.3285849447421259,-1.5829675952552238,0.0,1.9587953625750125,0,a
a01,11,N,68,0.8819117647058827,0.08029829228535615,0.6999999999999318,1.0299999999999727,0.3300000000000409,0.09105025638492939,0.04869950503901043,0.23880597014925373,68.03401700850422,-0.45977939643342736,-0.46815226298516954,0.10999999999992838,0.0,0.0,0.0019247997753994346,0.0007734373914994871,0.0,0.4677540484859897,0.1879564179859966,2.4886303585337854,-12.0,0.046875,0.48342881488080586,0.0,0.03125,0.018446005563099128,0.0699923198484404,0.07038818917768604,0.06888857344529642,0.01140971884005973,0.07926772741207705,0.08032230575943149,0.08070191065758613,0.010348345727343264,0.05442448214956469,0.05238858256673935,0.04938089814778785,-0.00068139310877742,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,2.412507115448372,2.4427546779539644,2.3534999322325403,0.13513042630124517,67.93218973342248,68.60708037463908,71.14647049472421,-3.112453486219991,0.46658730241988006,0.46846112241061827,0.4535083421036683,0.029920472777137552,-1.5818541539283104,-1.0000553075001812,-1.421576121220075,0.0,1.6775471998458271,0,a
a01,12,N,66,0.9036363636363635,0.06402263718111666,0.7599999999999909,1.080000000000041,0.32000000000005,0.07085000090465628,0.06843301047794854,0.4461538461538462,66.39839034205232,0.28206674561135464,0.23290048705027466,0.0800000000000125,0.0,0.0,0.0020756990890601636,0.0010121838085278825,0.0,0.43559343932163175,0.21241066622135465,2.0507135853401386,-12.0,0.03125,0.49525802472510233,0.0,0.03125,0.018926863317659148,0.07434645420207127,0.07446269106125529,0.0710944613864626,-0.007071824205345939,0.08285996014392348,0.08370290614322716,0.0824867834051659,-0.011636782500509618,0.05888730667196712,0.05858652016545962,0.052404539283011344,0.0160284711949372,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,2.076254078337488,2.0541021497715812,2.2978251594094283,-0.24711157406928974,66.83350277205577,67.46739526177582,70.37651895950034,-3.9781286174480215,0.4906759859529992,0.47159063457313977,0.44113833362733745,0.05411969109776488,-1.2866756275972584,-1.3652335150652881,-0.1768126720728334,0.0,1.331707423154183,0,a
a01,13,A,65,0.9081538461538458,0.078718433139741,0.7100000000000364,1.0699999999999363,0.35999999999989996,0.08667962314218478,0.05952940449894241,0.296875,66.06810096561074,-0.5568292634793178,0.09693901847541131,0.10000000000002274,0.0,0.0,0.0020188473807931998,0.0011949955731467964,0.0,0.41858150344989375,0.2477666456526422,1.6894182911385405,-12.0,0.046875,0.4933411182530895,0.0,0.03125,0.019359525102683225,0.07545304431402396,0.07831860860610944,0.07501480751811483,0.0037036256216261693,0.08385378312818699,0.0867548679082004,0.08597761659535876,0.00070200654682602,0.06603072161885085,0.06586969370507031,0.05659136239460408,0.0029380421043383315,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.6945676626176434,1.8079794032594276,2.2075586981733655,-0.518140407034825,66.646265816888,66.47435153119957,69.0278574409976,-2.959756475386854,0.48448309677705365,0.4661331860316392,0.42838110840078425,0.06496000985230527,-1.2252952616579915,-1.03550273663935,-0.7384403728667814,0.0,1.2618704569716932,1,a
a01,14,A,67,0.8892537313432842,0.08361806262121425,0.7100000000000364,1.150000000000091,0.44000000000005457,0.09403172533771989,0.0701297498796616,0.4090909090909091,67.47230614300096,0.1595171880394409,0.9310651041290594,0.07499999999998863,0.0,0.0,0.0018538618939026876,0.0013798018406803367,0.0,0.37817405169922796,0.2814693232264722,1.3435711113742506,-12.0,0.046875,0.4648501473529692,0.0,0.03125,0.020070376637359673,0.08242403785469146,0.0782344270118284,0.07575472602701738,0.00786333659419687,0.09062469408380545,0.0865038258561632,0.08483014815946052,0.009201577178259368,0.07073865100279754,0.06825289860993476,0.06043811050644068,0.009691639373220921,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.5001843574744045,1.6603765242395574,2.0061331281179764,-0.6625620167437258,65.97978343514711,66.35748101540477,67.2926585223961,0.17964762060486805,0.45065969685076257,0.4454132399503547,0.4180731523175206,0.046776995035448576,-1.4820966900812222,-0.9255693483782843,-0.06978459251972485,0.0,1.5587780673320355,1,a
a01,15,A,65,0.9316923076923068,0.08493561780311913,0.7999999999999545,1.1499999999999773,0.35000000000002274,0.0911627337715117,0.08255679862978862,0.453125,64.39894319682965,0.31663944153341855,-0.3924306859118656,0.11000000000001364,0.0,0.0,0.0020089899029447607,0.0013689286145927983,0.0,0.38479371300052106,0.2621989904825847,1.4675636699104222,-12.0,0.046875,0.39378782494622894,0.0,0.03125,0.020968029535002153,0.08281035491276142,0.07969089865261561,0.0766040190605005,0.008331598742618629,0.091663168411325,0.08777552049458372,0.08502080520743281,0.006141928564078886,0.07110069269092763,0.06697597016032966,0.06218198757637143,0.020374811053417194,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.520583581573036,1.6362563418032878,1.8222223950108378,-0.35465872510041563,66.44030458978693,66.07130619537013,66.59413912684086,-2.1951959300112094,0.41282235225786046,0.41296950129515925,0.41015929476558116,-0.016371469819352225,-0.9054712496586438,-0.8960072547719375,0.7140972227408399,0.0,0.9089408050783272,1,a
a01,16,A,67,0.8895522388059705,0.07987738431395089,0.7100000000000364,1.1000000000000227,0.38999999999998636,0.08979504612474341,0.060615529563332625,0.2727272727272727,67.44966442953017,-0.07708124003156637,0.4933840125154214,0.07500000000004547,0.0,0.0,0.002443818964059109,0.0013959766238587832,0.0,0.4117872027268854,0.2352241788222026,1.7506159634344347,-12.0,0.046875,0.37982908447438335,0.0,0.03125,0.021397602869243602,0.07870599916737425,0.08119672934402693,0.07821857238719127,0.0016588119267596235,0.0860554179976713,0.09006427677155833,0.0864215399212594,0.0033735062034840196,0.06840689880768143,0.06775925492945507,0.06394541509572434,-0.0033298855323917118,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.716097435501216,1.6850611993599849,1.6948226687434234,0.05579329469101135,65.60537462274631,66.51001994904405,66.25909529415183,1.1905691353783396,0.36888541362324584,0.38064979622822953,0.40394999165775675,-0.024120907183373397,-1.4780407812372198,-1.0094992541532164,-0.6699290389054097,0.0,1.553990663646792,1,a
a01,17,A,65,0.9235384615384611,0.07130499538505274,0.7400000000000091,1.0900000000000318,0.35000000000002274,0.0772084740967588,0.062048368229923045,0.453125,64.9675162418791,-0.055092483627346804,0.2813860316812957,0.07000000000016371,0.0,0.0,0.0025439527290491578,0.0013180332746873548,0.0,0.42823177317921185,0.22186879492038808,1.9301126731587908,-12.0,0.046875,0.3330393314491254,0.0,0.03125,0.02160931698015798,0.07914332209860044,0.07954859555750934,0.07887744551302285,-0.007572450127970115,0.08837564158285334,0.08749767512383769,0.08668505059153205,-0.00947657649477325,0.06203657537927504,0.06654931057149781,0.06737226063564228,-0.005323892405719233,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.8713904051717503,1.7020239816307332,1.556628961528388,0.37348371163040284,66.89295013512985,65.94230714603215,65.92766747929434,-0.9601512374152463,0.3482036696139832,0.3583297832173333,0.395715321404614,-0.06267598995548862,-1.01625995969763,-1.201838647164228,-0.57954746903099,0.0,1.0291608888944843,1,a
a01,18,A,68,0.8789705882352938,0.08624758659679768,0.6999999999998181,1.0799999999999272,0.38000000000010914,0.0981234045270578,0.06344582834456944,0.29850746268656714,68.26166973398028,0.06627551830039903,-0.31626951417391824,0.12250000000011596,0.0,0.0,0.002313174256188552,0.001196401837568303,0.0,0.4116827224299172,0.21292730726730288,1.9334425789220249,-12.0,0.03125,0.3317425929184408,0.0,0.03125,0.021988468738393652,0.07764332522349225,0.07707902731122199,0.0811260086380475,0.005121577958750179,0.08551019857431108,0.0851103185588227,0.08898243176275943,0.009140972764298372,0.06319140822145593,0.0617024927765998,0.06761737638330899,-0.00417154803873955,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.7639800916029362,1.6612743852701777,1.480955507694501,0.45248707122752396,65.95430936793362,66.15992217790816,65.79857204393949,2.4630976900407973,0.33934400222201805,0.3520022489218929,0.38283095173560616,-0.051088358817165336,-1.6218167851854475,-0.8665705034160986,-0.49139753146741083,0.0,1.725682492181623,1,a
a01,19,A,65,0.9283076923076945,0.07537739368862634,0.7599999999999909,1.1100000000001273,0.3500000000001364,0.08119871709911668,0.06408002808987531,0.484375,64.63374212794152,0.03546324160386933,-0.2437662796748543,0.10000000000013642,0.0,0.0,0.0016127809773346516,0.0011290940119395155,0.0,0.35339657985076356,0.24740988873072867,1.4283850227279937,-12.0,0.03125,0.3532500822984879,0.0,0.03125,0.02165931299837829,0.07807091895236877,0.07778677378292118,0.08153813135388334,-0.006160737665257002,0.08618269085753709,0.08541351069362157,0.08926790786785571,-0.008069190768739035,0.06194952202991446,0.0626871135928567,0.06758996102738186,-0.003509932937506552,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.5418810965858871,1.5705072752892169,1.4627844166457962,-0.034399393917802445,66.12747673937714,65.8057252300284,65.67725813895568,-1.0435160110141624,0.3490476095619853,0.34659097872054906,0.3719642914613566,-0.0187142091628687,-0.9514590160898819,-1.1104659126435255,-0.45139304950357567,0.0,0.9585871036920048,1,a
a01,20,A,66,0.9162121212121216,0.0725877765716823,0.7699999999999818,1.099999999999909,0.32999999999992724,0.07922595094643675,0.058322709655298614,0.38461538461538464,65.48701835620966,0.01120304254797276,-0.35859536796994007,0.10000000000002274,0.0,0.0,0.0015715941994391748,0.0012435311675301035,0.0,0.3453984179588331,0.2732980931723156,1.2638156881076434,-12.0,0.015625,0.362150153469027,0.0,0.03125,0.021663833889728475,0.07712709564425184,0.08103495403981134,0.0818223535074266,-0.009234576935744296,0.08391189161476376,0.08876159062585554,0.08903689466949674,-0.00981094372305999,0.06264712379659702,0.06755640114249364,0.0679223909235266,-0.009599681268227987,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.329660374788423,1.3781846564911382,1.4867109712084492,-0.22289528310080575,65.26648005809422,65.68988419066696,65.29639348869307,0.1906248675165898,0.3560576564117263,0.3585526008499711,0.35926168096089733,0.0028884725081296803,-1.115805104252379,-1.1730567805400325,-0.8145570891942516,0.0,1.1390053288855848,1,a
a01,21,A,65,0.9135384615384597,0.08341611667244685,0.7300000000000182,1.0899999999999181,0.35999999999989996,0.09131100679873788,0.06553863364461714,0.421875,65.67867969013149,-0.1974692524067786,-0.2661735275058703,0.09000000000014552,0.0,0.0,0.0016753504602908765,0.0012919307243653196,0.0,0.32668909863642864,0.25192322075127854,1.296780413529632,-12.0,0.015625,0.352772733467664,0.0,0.03125,0.021759560886412975,0.08118326330454421,0.08153680303172936,0.0815271515485766,0.0018889651238702398,0.08816194383436772,0.08836114847807544,0.08882945643885318,0.0024815503598847044,0.0700853830926745,0.06909309221403619,0.066589261781727,-0.001050628137109863,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.1763652269352243,1.2351572593402094,1.5066473866160244,-0.20986697308639246,65.18466969713768,65.0332183545007,65.37675251937358,0.30192717075790654,0.3692567763443089,0.36291007393948616,0.35158475911105913,0.0011879743566048928,-1.1521329059718837,-0.9301004261827474,-0.35938613837043343,0.0,1.179530538142374,1,a
a01,22,A,65,0.9318461538461529,0.08754589666950349,0.7699999999999818,1.1799999999998363,0.4099999999998545,0.09394887375792856,0.08639480597810772,0.515625,64.38831104507189,0.31521815281438803,-0.023787858079490576,0.10999999999989996,0.0,0.0,0.0014228267100578889,0.0014691041066957412,0.0,0.265975534911172,0.2746263813129439,0.9684995791683971,-12.0,0.015625,0.39284744209623573,0.0,0.015625,0.0208498492324945,0.08657294829944602,0.08311168089679113,0.08206538590445425,0.00548051076504924,0.09379369144827461,0.09008537711790093,0.08879107745673682,0.0051577963011917305,0.07435424110833568,0.06812265371280998,0.0687034396751922,0.017691366302915526,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.1611951952884698,1.247387512715168,1.5014884655885128,-0.5329888864201157,65.01511042945079,65.05319953107015,64.92678302577994,-0.5384719807080529,0.3663833779766386,0.36702162852705755,0.34237704635446425,0.05047039574177148,-0.9033808966390414,-0.8374402139022262,0.9561936551019836,0.0,0.9066927242264587,1,a
a01,23,A,65,0.9233846153846151,0.08875683155638776,0.7799999999999727,1.0899999999999181,0.30999999999994543,0.09612119378815738,0.0711292837022822,0.4375,64.97834055314897,-0.14290269499642036,-1.1591142106646157,0.14999999999986358,0.0,0.0,0.0018273204664293226,0.0014998867898655091,0.0,0.2867593901471515,0.2353755835680276,1.2183055931673803,-12.0,0.03125,0.35352995836601614,0.0,0.03125,0.022169690433584355,0.08651817041327549,0.0859430268444927,0.08478720728396116,0.0039696242724266,0.09329664261477667,0.0925383029597678,0.09166409103448438,0.0044571027536730035,0.07225064175471137,0.071215407529201,0.0699963597497906,0.0011329239524916074,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.2254471539795215,1.3159770174063266,1.4802545218751562,-0.26194892870777586,64.70009986966987,64.61235485785066,64.88283854780246,0.09550200534650344,0.3733950852328656,0.3596158842028354,0.3370410672676496,0.016488891098366543,-1.0183503127172309,-0.8102703685941092,-0.006735319675907915,0.0,1.0314496002912812,1,a
a01,24,A,64,0.9268750000000026,0.08325178301393524,0.7899999999999636,1.1100000000001273,0.3200000000001637,0.08981986029824411,0.05922783558374419,0.42857142857142855,64.73364801078877,0.09752472394828451,-0.9115344008973079,0.13250000000005002,0.0,0.0,0.0016416855224703785,0.0011021453672797916,0.0,0.2949410617924622,0.19800864442417002,1.4895362896027875,-12.0,0.046875,0.37380785523634485,0.0,0.015625,0.02294758896436987,0.0862510402935044,0.0855974827611572,0.08377249266124198,-0.0005207096473067441,0.09247721141405753,0.09205228424690674,0.08999701753311244,-0.00017715723486833035,0.06804786600776006,0.07168615641427617,0.06948219230938496,-0.010254356725640769,-12.0,-12.0,-12.0,0.0,0.0,0.0,0.0,0.0,1.438201698111201,1.3939937825791495,1.4505449889844062,0.0389913006183813,64.33159451801664,64.53319742668744,64.47319616469885,0.26045184608992145,0.35081974848342573,0.3509296744289043,0.33281797368929794,0.040989881547046914,-0.9709254285849356,-0.9337875939479486,-0.7574629415735568,0.0,0.9797113791289092,1,a
